Rk,Player,Squad,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Date_Time,Random_Number
346,Michael Lang,M'Gladbach ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-03-17 02:30:20,7
347,Noa Lang,Club Brugge,1,6,3,50.0,1.82,0.91,0.17,0.33,17.6,0,0,0,0.4,0.4,0.06,0.6,0.6,2020-11-30 22:40:40,28
348,Aymeric Laporte,Manchester City,0,1,0,0.0,0.54,0.0,0.0,,8.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,2020-07-31 12:42:07,45
349,Valentino Lazaro,M'Gladbach ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-19 19:10:37,38
350,Manuel Lazzari,Lazio ,0,1,1,100.0,0.5,0.5,0.0,0.0,13.0,0,0,0,0.4,0.4,0.42,-0.4,-0.4,2020-04-10 03:01:51,24
351,James Lea Siliki,Rennes ,0,5,0,0.0,2.11,0.0,0.0,,15.2,0,0,0,0.6,0.6,0.13,-0.6,-0.6,2020-12-27 08:11:28,19
352,Diogo Leite,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-01 16:32:57,74
353,Lucas Leiva,Lazio ,0,2,0,0.0,0.6,0.0,0.0,,18.6,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-08-28 10:30:20,85
354,Thomas Lemar,Atlético Madrid,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-11-24 21:04:17,22
355,Clément Lenglet,Barcelona ,0,1,0,0.0,0.24,0.0,0.0,,7.0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,2020-10-04 00:51:34,70
356,Robert Lewandowski,Bayern Munich,3,14,4,28.6,3.58,1.02,0.14,0.5,14.5,3,1,1,2.8,2.0,0.14,0.2,0.0,2020-02-24 18:11:01,99
357,Bohdan Liedniev,Dynamo Kyiv,0,1,0,0.0,2.9,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2020-05-13 12:20:16,41
358,Matthijs de Ligt,Juventus ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-04-29 06:51:30,2
359,Victor Lindelöf,Manchester Utd,0,2,1,50.0,0.46,0.23,0.0,0.0,15.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-06-10 14:28:02,23
360,Vitaly Lisakovich,Loko Moscow,1,1,1,100.0,1.3,1.3,1.0,1.0,7.2,0,0,0,0.1,0.1,0.07,0.9,0.9,2020-11-12 09:49:27,1
361,Marcos Llorente,Atlético Madrid,1,10,3,30.0,1.9,0.57,0.1,0.33,19.2,0,0,0,0.9,0.9,0.09,0.1,0.1,2020-07-16 12:20:37,42
362,Renan Lodi,Atlético Madrid,0,2,1,50.0,0.55,0.28,0.0,0.0,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-10-22 20:58:39,16
363,Dejan Lovren,Zenit ,0,4,1,25.0,0.94,0.23,0.0,0.0,24.2,1,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-01-04 12:36:39,79
364,Gerg? Lovrencsics,Ferencváros ,0,6,0,0.0,1.46,0.0,0.0,,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2020-08-24 07:37:07,95
365,José Luis Palomino,Atalanta ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-04-25 13:25:46,43
366,Zé Luís,Loko Moscow,0,4,2,50.0,0.95,0.47,0.0,0.0,17.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,2020-10-27 18:03:41,44
367,Romelu Lukaku,Inter ,4,15,8,53.3,3.03,1.62,0.27,0.5,11.8,2,0,0,3.1,3.1,0.21,0.9,0.9,2020-09-18 20:02:04,20
368,Vitali Lystsov,Loko Moscow,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-06 03:47:10,43
369,Yann M'Vila,Olympiacos ,0,2,0,0.0,0.34,0.0,0.0,,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-01-06 21:22:54,49
370,Awer Mabil,Midtjylland ,1,7,4,57.1,1.4,0.8,0.0,0.0,19.2,1,1,1,1.2,0.4,0.06,-0.2,-0.4,2020-09-07 07:24:47,45
371,Nicolas Madsen,Midtjylland ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-06 07:36:41,29
372,Stanislav Magkeev,Loko Moscow,0,1,0,0.0,0.46,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2020-05-26 00:24:48,21
373,Harry Maguire,Manchester Utd,0,3,0,0.0,0.6,0.0,0.0,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2020-04-04 18:01:42,1
374,Riyad Mahrez,Manchester City,0,7,2,28.6,2.5,0.71,0.0,0.0,13.9,0,0,0,1.5,1.5,0.22,-1.5,-1.5,2020-06-08 06:21:08,13
375,Róbert Mak,Ferencváros ,0,4,1,25.0,4.14,1.03,0.0,0.0,18.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2020-02-23 14:12:24,61
376,Malcom,Zenit ,0,7,2,28.6,2.6,0.74,0.0,0.0,22.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2020-05-28 22:30:34,38
377,Ruslan Malinovskyi,Atalanta ,0,3,2,66.7,6.59,4.39,0.0,0.0,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-01-21 10:22:44,57
378,Wilson Manafá,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-11-14 23:56:25,80
379,Steve Mandanda,Marseille ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-04 14:41:14,17
380,Sadio Mané,Liverpool ,1,9,5,55.6,2.23,1.24,0.11,0.2,16.1,0,0,0,0.7,0.7,0.08,0.3,0.3,2020-12-24 18:47:24,75
381,Faitout Maouassa,Rennes ,0,1,0,0.0,1.08,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.01,0.0,0.0,2020-03-02 04:02:50,45
382,Marcelo,Real Madrid,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-31 19:23:36,22
383,Agustín Marchesín,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-20 18:54:57,91
384,Moussa Marega,Porto ,1,8,5,62.5,1.73,1.08,0.13,0.2,17.7,0,0,0,1.6,1.6,0.2,-0.6,-0.6,2020-06-15 20:39:41,41
385,José María Giménez,Atlético Madrid,1,4,1,25.0,1.46,0.36,0.25,1.0,12.6,0,0,0,0.1,0.1,0.03,0.9,0.9,2020-12-05 01:23:41,89
386,Mariano,Real Madrid,0,2,2,100.0,2.54,2.54,0.0,0.0,15.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-04-08 23:42:38,34
387,Guilherme Marinato,Loko Moscow,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-10 22:17:09,21
388,João Mário Lopes,Porto ,0,1,0,0.0,1.08,0.0,0.0,,19.9,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-11-29 22:23:21,82
389,Yevgeni Markov,Krasnodar ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-31 22:36:08,44
390,Marlos,Shakhtar ,0,3,1,33.3,0.63,0.21,0.0,0.0,16.9,0,0,0,0.6,0.6,0.19,-0.6,-0.6,2020-08-01 12:15:09,15
391,Marquinhos,Paris S-G,1,2,1,50.0,0.42,0.21,0.5,1.0,3.5,0,0,0,1.2,1.2,0.59,-0.2,-0.2,2020-05-19 02:15:58,24
392,Anthony Martial,Manchester Utd,2,7,2,28.6,1.48,0.42,0.14,0.5,13.5,0,1,1,2.0,1.2,0.18,0.0,-0.2,2020-12-04 11:36:35,10
393,Jonas Martin,Rennes ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-07 13:24:51,63
394,Javi Martínez,Bayern Munich,0,1,0,0.0,0.63,0.0,0.0,,6.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3,2020-06-20 21:09:26,53
395,Lautaro Martínez,Inter ,1,19,5,26.3,4.22,1.11,0.05,0.2,11.9,0,0,0,2.4,2.4,0.13,-1.4,-1.4,2020-09-18 12:48:52,24
396,Lisandro Martínez,Ajax ,0,2,1,50.0,0.6,0.3,0.0,0.0,19.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2020-08-02 03:34:01,78
397,Toni Martínez,Porto ,0,3,1,33.3,3.42,1.14,0.0,0.0,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-07-08 12:46:50,47
398,Alyaksandr Martynovich,Krasnodar ,0,5,0,0.0,1.0,0.0,0.0,,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2020-01-14 21:00:07,39
399,Adam Marui?,Lazio ,0,2,1,50.0,0.33,0.17,0.0,0.0,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-07-13 10:35:00,7
400,Giorgos Masouras,Olympiacos ,0,2,0,0.0,0.63,0.0,0.0,,19.1,0,0,0,0.3,0.3,0.15,-0.3,-0.3,2020-10-12 08:51:04,19
401,Clinton Mata,Club Brugge,0,2,0,0.0,0.34,0.0,0.0,,6.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,2020-01-11 00:22:13,98
402,Juan Mata,Manchester Utd,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-04 22:09:47,80
403,Nemanja Mati?,Manchester Utd,0,1,0,0.0,0.41,0.0,0.0,,10.0,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-09-18 12:22:54,83
404,Joël Matip,Liverpool ,0,1,0,0.0,0.52,0.0,0.0,,10.0,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-09-27 21:15:24,79
405,Mykola Matviyenko,Shakhtar ,0,1,1,100.0,0.3,0.3,0.0,0.0,8.0,0,0,0,0.2,0.2,0.15,-0.2,-0.2,2020-09-03 12:19:06,28
406,Eric Maxim Choupo-Moting,Bayern Munich,1,5,3,60.0,2.39,1.44,0.2,0.33,16.9,0,0,0,0.3,0.3,0.06,0.7,0.7,2020-08-16 09:12:28,89
407,Maycon,Shakhtar ,0,2,0,0.0,0.49,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-09-13 02:04:03,54
408,Noussair Mazraoui,Ajax ,1,9,4,44.4,1.7,0.75,0.11,0.25,22.0,0,0,0,0.5,0.5,0.05,0.5,0.5,2020-02-09 09:23:42,82
409,Kylian Mbappé,Paris S-G,2,17,4,23.5,3.41,0.8,0.06,0.25,15.4,0,1,1,3.3,2.6,0.15,-1.3,-1.6,2020-06-08 20:57:31,81
410,Chancel Mbemba,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-12 16:51:48,62
411,Weston McKennie,Juventus ,1,4,3,75.0,1.22,0.92,0.25,0.33,13.1,0,0,0,0.6,0.6,0.15,0.4,0.4,2020-03-31 10:45:08,83
412,Scott McTominay,Manchester Utd,0,6,2,33.3,1.57,0.52,0.0,0.0,13.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2020-11-14 21:44:09,42
413,Brandon Mechele,Club Brugge,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-19 13:33:19,57
414,Arthur Melo,Juventus ,0,2,0,0.0,0.78,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-04-30 10:35:38,68
415,Benjamin Mendy,Manchester City,0,1,0,0.0,1.17,0.0,0.0,,27.5,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-06-15 06:41:42,60
416,Edouard Mendy,Chelsea ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-05 09:16:39,90
417,Ferland Mendy,Real Madrid,0,4,1,25.0,0.67,0.17,0.0,0.0,15.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2020-04-13 00:24:45,6
418,Lionel Messi,Barcelona ,3,25,13,52.0,6.25,3.25,0.0,0.0,21.5,6,3,3,4.1,1.8,0.07,-1.1,-1.8,2020-02-04 11:42:19,7
419,Thomas Meunier,Dortmund ,0,2,0,0.0,0.54,0.0,0.0,,15.6,0,0,0,0.5,0.5,0.26,-0.5,-0.5,2020-08-20 07:46:00,58
420,Simon Mignolet,Club Brugge,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-21 01:11:17,66
421,Sergej Milinkovi?-Savi?,Lazio ,0,6,3,50.0,1.3,0.65,0.0,0.0,20.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7,2020-12-06 17:12:18,98
422,Éder Militão,Real Madrid,0,1,0,0.0,1.0,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-08-05 00:22:19,55
423,James Milner,Liverpool ,0,4,0,0.0,1.22,0.0,0.0,,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2020-08-23 06:39:29,4
424,Takumi Minamino,Liverpool ,0,3,2,66.7,1.45,0.97,0.0,0.0,16.5,0,0,0,0.4,0.4,0.12,-0.4,-0.4,2020-02-02 21:06:33,13
425,Óscar Mingueza,Barcelona ,0,1,0,0.0,0.48,0.0,0.0,,5.8,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-06-03 14:11:15,70
426,Aleksei Miranchuk,Atalanta ,1,1,1,100.0,5.29,5.29,1.0,1.0,17.7,0,0,0,0.1,0.1,0.07,0.9,0.9,2020-09-28 22:16:35,28
427,Anton Miranchuk,Loko Moscow,3,5,2,40.0,0.98,0.39,0.2,0.5,22.1,0,2,2,2.2,0.7,0.14,0.8,0.3,2020-08-20 07:04:52,61
428,Luka Modri?,Real Madrid,1,6,1,16.7,1.45,0.24,0.17,1.0,20.6,0,0,0,0.5,0.5,0.09,0.5,0.5,2020-02-08 07:34:34,78
429,Johan Mojica,Atalanta ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-08-09 05:25:14,33
430,Júnior Moraes,Shakhtar ,0,2,1,50.0,1.13,0.57,0.0,0.0,17.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2020-03-21 12:11:35,87
431,Álvaro Morata,Juventus ,6,11,7,63.6,2.2,1.4,0.55,0.86,11.2,0,0,0,2.2,2.2,0.2,3.8,3.8,2020-04-12 11:56:50,5
432,Mateu Morey,Dortmund ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-27 08:54:38,20
433,Andrei Mostovoy,Zenit ,0,4,0,0.0,1.83,0.0,0.0,,19.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4,2020-08-31 23:57:01,89
434,Youssoufa Moukoko,Dortmund ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-18 07:56:56,34
435,Mason Mount,Chelsea ,0,2,2,100.0,0.69,0.69,0.0,0.0,10.9,0,0,0,0.6,0.6,0.32,-0.6,-0.6,2020-05-22 14:16:01,64
436,Maksim Mukhin,Loko Moscow,0,1,0,0.0,2.0,0.0,0.0,,28.5,0,0,0,0.0,0.0,0.01,0.0,0.0,2020-12-09 04:10:20,37
437,Nordi Mukiele,RB Leipzig,1,4,2,50.0,0.91,0.46,0.25,0.5,13.5,0,0,0,0.3,0.3,0.07,0.7,0.7,2020-10-12 04:11:49,99
438,Thomas Müller,Bayern Munich,1,5,2,40.0,1.18,0.47,0.0,0.0,17.6,0,1,1,1.2,0.4,0.08,-0.2,-0.4,2020-09-05 10:41:19,16
439,Luis Muriel,Atalanta ,2,7,5,71.4,2.99,2.13,0.29,0.4,15.5,0,0,0,1.2,1.2,0.17,0.8,0.8,2020-03-08 22:58:08,55
440,Vedat Muriqi,Lazio ,0,5,1,20.0,3.54,0.71,0.0,0.0,14.0,0,0,0,0.6,0.6,0.13,-0.6,-0.6,2020-10-15 14:23:28,93
441,Leon Musayev,Zenit ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-30 16:42:02,71
442,Jamal Musiala,Bayern Munich,0,1,0,0.0,0.85,0.0,0.0,,18.6,0,0,0,0.0,0.0,0.04,0.0,0.0,2020-01-04 09:56:12,14
443,Enoch Mwepu,RB Salzburg,0,14,7,50.0,2.43,1.21,0.0,0.0,17.4,0,0,0,1.6,1.6,0.12,-1.6,-1.6,2020-09-05 18:38:32,18
444,Vitaliy Mykolenko,Dynamo Kyiv,0,1,0,0.0,0.25,0.0,0.0,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-02-10 13:17:48,6
445,Nacho,Real Madrid,0,3,2,66.7,1.5,1.0,0.0,0.0,9.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-04-21 04:08:27,74
446,Yuto Nagatomo,Marseille ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-29 18:35:57,4
447,Radja Nainggolan,Inter ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-23 21:11:07,26
448,Shoya Nakajima,Porto ,0,1,0,0.0,1.23,0.0,0.0,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-05-15 22:02:08,43
449,Jesús Navas,Sevilla ,0,2,2,100.0,0.64,0.64,0.0,0.0,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-11-04 17:49:06,58
450,Keylor Navas,Paris S-G,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-01-24 10:55:15,24
451,Loum Ndiaye,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-13 21:27:33,47
452,David Neres,Ajax ,1,5,2,40.0,1.45,0.58,0.2,0.5,15.9,0,0,0,0.5,0.5,0.1,0.5,0.5,2020-05-30 23:57:26,57
453,Ruslan Neshcheret,Dynamo Kyiv,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-17 02:30:14,48
454,Neto,Barcelona ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-13 22:31:07,70
455,Manuel Neuer,Bayern Munich,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-12 23:44:59,98
456,Florian Neuhaus,M'Gladbach ,0,10,4,40.0,1.74,0.69,0.0,0.0,23.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,2020-07-27 21:33:01,44
457,Neymar,Paris S-G,6,16,10,62.5,3.75,2.34,0.31,0.5,19.9,2,1,1,3.0,2.3,0.14,3.0,2.7,2020-05-30 14:51:54,82
458,Tokmac Nguen,Ferencváros ,1,12,3,25.0,2.37,0.59,0.08,0.33,21.3,0,0,0,0.9,0.9,0.07,0.1,0.1,2020-02-20 14:13:42,63
459,M'Baye Niang,Rennes ,0,6,1,16.7,5.4,0.9,0.0,0.0,16.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,2020-03-13 23:04:59,69
460,Saúl Ñíguez,Atlético Madrid,0,4,1,25.0,1.25,0.31,0.0,0.0,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2020-11-20 12:11:50,76
461,Rasmus Nissen,RB Salzburg,0,4,0,0.0,0.8,0.0,0.0,,15.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2020-02-18 14:42:54,24
462,Christopher Nkunku,RB Leipzig,1,4,3,75.0,0.89,0.67,0.25,0.33,18.3,0,0,0,0.2,0.2,0.05,0.8,0.8,2020-08-16 22:02:20,36
463,Alexander Nübel,Bayern Munich,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-12-30 23:50:22,37
464,Gerzino Nyamsi,Rennes ,0,4,2,50.0,2.0,1.0,0.0,0.0,8.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,2020-12-30 13:49:28,56
465,Steven Nzonzi,Rennes ,0,1,0,0.0,0.21,0.0,0.0,,22.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2020-02-23 09:15:51,96
466,Jan Oblak,Atlético Madrid,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-10-05 22:15:54,73
467,Lucas Ocampos,Sevilla ,0,10,3,30.0,2.3,0.69,0.0,0.0,17.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,2020-02-19 13:12:12,17
468,Noah Okafor,RB Salzburg,0,2,1,50.0,3.1,1.55,0.0,0.0,14.3,0,0,0,0.2,0.2,0.12,-0.2,-0.2,2020-03-19 21:46:15,89
469,David Okereke,Club Brugge,0,1,0,0.0,3.33,0.0,0.0,,20.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-11-10 07:21:10,23
470,Masaya Okugawa,RB Salzburg,1,2,2,100.0,4.0,4.0,0.5,0.5,14.6,0,0,0,0.5,0.5,0.26,0.5,0.5,2020-10-26 15:22:46,92
471,Sérgio Oliveira,Porto ,3,4,3,75.0,0.81,0.61,0.25,0.33,26.5,0,2,2,1.8,0.3,0.06,1.2,0.7,2020-10-06 12:46:20,98
472,Dani Olmo,RB Leipzig,1,6,2,33.3,1.28,0.43,0.17,0.5,18.6,0,0,0,0.4,0.4,0.06,0.6,0.6,2020-08-09 14:17:20,15
473,Kristoffer Olsson,Krasnodar ,0,2,1,50.0,0.44,0.22,0.0,0.0,25.0,1,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-06-22 09:43:41,16
474,André Onana,Ajax ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-17 08:31:00,24
475,Jerome Onguene,RB Salzburg,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-20 05:30:07,73
476,Frank Onyeka,Midtjylland ,0,5,0,0.0,0.89,0.0,0.0,,21.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,2020-02-10 15:16:50,4
477,Willi Orban,RB Leipzig,0,1,0,0.0,0.3,0.0,0.0,,9.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2020-10-03 03:07:09,73
478,Divock Origi,Liverpool ,0,1,0,0.0,0.48,0.0,0.0,,18.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2020-08-10 21:43:50,88
479,Otávio,Porto ,1,2,1,50.0,0.44,0.22,0.0,0.0,16.9,0,1,1,0.8,0.1,0.04,0.2,-0.1,2020-06-21 05:29:01,25
480,Berkay Özcan,Ba?ak?ehir ,0,1,0,0.0,0.2,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,2020-02-10 14:34:53,58
481,Magomed Ozdoyev,Zenit ,0,4,1,25.0,1.13,0.28,0.0,0.0,20.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2020-02-05 00:48:08,18
482,Cole Palmer,Manchester City,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-03-24 21:55:42,9
483,Emerson Palmieri,Chelsea ,0,2,1,50.0,0.83,0.41,0.0,0.0,23.8,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-09-08 08:01:15,26
484,Kaio Pantaleão,Krasnodar ,0,3,0,0.0,0.52,0.0,0.0,,7.3,0,0,0,0.6,0.6,0.19,-0.6,-0.6,2020-11-03 11:14:51,53
485,Leandro Paredes,Paris S-G,0,2,0,0.0,0.74,0.0,0.0,,20.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2020-02-24 14:42:38,27
486,Marco Parolo,Lazio ,1,3,1,33.3,1.28,0.43,0.33,1.0,15.0,0,0,0,0.3,0.3,0.08,0.7,0.7,2020-01-15 14:54:11,20
487,Mario Paali?,Atalanta ,0,4,3,75.0,2.06,1.54,0.0,0.0,15.5,0,0,0,0.6,0.6,0.15,-0.6,-0.6,2020-02-18 18:15:20,66
488,Felix Passlack,Dortmund ,0,1,0,0.0,1.1,0.0,0.0,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-02-22 02:50:00,90
489,Alfonso Pastor,Sevilla ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-05-28 01:53:11,16
490,Patric,Lazio ,0,1,1,100.0,0.24,0.24,0.0,0.0,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-05-07 21:26:34,13
491,Alan Patrick,Shakhtar ,0,1,0,0.0,0.56,0.0,0.0,,26.2,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-08-10 09:38:44,79
492,Giuliano de Paula,Ba?ak?ehir ,0,1,0,0.0,1.07,0.0,0.0,,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,2020-02-20 05:27:13,37
493,Paulinho,Midtjylland ,0,1,1,100.0,0.19,0.19,0.0,0.0,19.7,0,0,0,0.0,0.0,0.03,0.0,0.0,2020-07-04 05:45:05,38
494,Benjamin Pavard,Bayern Munich,0,2,1,50.0,0.61,0.3,0.0,0.0,24.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2020-04-12 08:25:49,20
495,Dimitri Payet,Marseille ,2,6,3,50.0,1.59,0.79,0.0,0.0,33.3,1,2,3,2.4,0.2,0.03,-0.4,-0.2,2020-03-08 21:30:00,38
496,Pedri,Barcelona ,1,4,2,50.0,1.07,0.54,0.25,0.5,12.8,0,0,0,0.8,0.8,0.21,0.2,0.2,2020-09-25 04:11:51,15
497,Timothee Pembele,Paris S-G,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-28 19:09:08,16
498,Carlos de Pena,Dynamo Kyiv,1,6,4,66.7,1.65,1.1,0.17,0.25,21.8,0,0,0,0.8,0.8,0.13,0.2,0.2,2020-09-16 06:45:00,90
499,Pepe,Porto ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-09-10 05:01:22,14
500,Andreas Pereira,Lazio ,0,3,1,33.3,2.62,0.87,0.0,0.0,24.5,1,0,0,0.2,0.2,0.05,-0.2,-0.2,2020-07-19 10:36:16,19
501,Danilo Pereira,Paris S-G,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-02-27 01:58:46,78
502,Ivan Perii?,Inter ,1,6,2,33.3,2.2,0.73,0.17,0.5,13.4,0,0,0,0.5,0.5,0.09,0.5,0.5,2020-09-22 17:17:34,36
503,Matteo Pessina,Atalanta ,0,3,0,0.0,0.86,0.0,0.0,,17.4,0,0,0,0.3,0.3,0.1,-0.3,-0.3,2020-01-25 06:58:26,2
504,Sergei Petrov,Krasnodar ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-07-26 19:41:44,18
505,Luca Pfeiffer,Midtjylland ,0,2,1,50.0,9.0,4.5,0.0,0.0,12.3,0,0,0,0.3,0.3,0.13,-0.3,-0.3,2020-11-22 13:21:17,83
506,Andrea Pinamonti,Inter ,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2020-06-11 03:50:16,62
507,Gerard Piqué,Barcelona ,1,1,1,100.0,0.57,0.57,1.0,1.0,9.0,0,0,0,0.1,0.1,0.1,0.9,0.9,2020-06-03 08:41:02,85
